Name,f,Unnamed: 0,Name,Record,Height,Weight,Reach,Stance,DoB,SLpM,Str Acc,SApM,Str Def,TD Avg,TD Acc,TD Def,Sub Avg,MMA Record,KO/TKO Wins,SUB Wins,U-DEC Wins,M-DEC Wins,S-DEC Wins,KO/TKO Losses,SUB Losses,U-DEC Losses,M-DEC Losses,S-DEC Losses,Total Draws,Total NCs,Age
Yuki Ishikawa,1372,1372,Yuki Ishikawa,0-2-0,"5'11""",205lbs.,0.0,Orthodox,--,0.10700000000000001,0.28,0.857,0.11,0.0,0.0,0.5,0.0,"[('Rampage Jackson', 'loss', 'KO/TKOPunches')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.0
Eiji Ishikawa,1373,1373,Eiji Ishikawa,22-17-3,"5'10""",170lbs.,0.0,,"Oct12,1979",0.0,0.29,0.40700000000000003,0.6,0.0,0.09,0.0,0.0,"[('Marius Zaromskis', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.5555555555555556
Tokimitsu Ishizawa,1374,1374,Tokimitsu Ishizawa,1/5/01,"6'0""",185lbs.,0.0,Orthodox,"Aug05,1968",0.134,0.3,0.29900000000000004,0.59,0.274,0.18,0.0,0.0,"[('Katsuyori Shibata', 'loss', 'KO/TKOPunch'), ('Yoshihiro Akiyama', 'loss', 'SUBGiChoke'), ('Ryan Gracie', 'win', 'KO/TKO'), ('Ryan Gracie', 'loss', 'KO/TKOPunches')]",0.045454545454545456,0.0,0.0,0,0,0.16666666666666666,0.14285714285714285,0.0,0,0,0,0,0.8
Damir Ismagulov,1375,1375,Damir Ismagulov,19-2-0,"5'9""",155lbs.,0.8333333333333334,Orthodox,"Feb03,1991",0.376,0.43,0.187,0.69,0.16699999999999998,0.31,1.0,0.0,"[('Thiago Moises', 'win', 'U-DEC'), ('Joel Alvarez', 'win', 'U-DEC'), ('Alex Gorgees', 'win', 'U-DEC')]",0.0,0.0,0.3,0,0,0.0,0.0,0.0,0,0,0,0,0.28888888888888886
Wallid Ismail,1376,1376,Wallid Ismail,9/3/00,"5'7""",205lbs.,0.0,Orthodox,"Feb23,1968",0.092,0.31,0.08299999999999999,0.44,0.185,0.28,0.0,0.0,"[('Alex Stiebling', 'loss', 'U-DEC'), ('Shungo Oyama', 'win', 'SUBArmTriangle'), ('Akira Shoji', 'loss', 'KO/TKOPunches'), ('Yoshiki Takahashi', 'loss', 'U-DEC')]",0.0,0.05263157894736842,0.0,0,0,0.08333333333333333,0.0,0.2222222222222222,0,0,0,0,0.8
Leandro Issa,1377,1377,Leandro Issa,13-6-0,"5'7""",135lbs.,0.8214285714285714,Orthodox,"Sep19,1983",0.20800000000000002,0.37,0.317,0.58,0.238,0.22,0.5,0.0,"[('Taylor Lapilus', 'loss', 'U-DEC'), ('Iuri Alcantara', 'loss', 'U-DEC'), ('Ulka Sasaki', 'win', 'SUBNeckCrank'), ('Jumabieke Tuerxun', 'win', 'SUBArmbar'), ('Russell Doane', 'loss', 'SUBTriangleChoke')]",0.0,0.10526315789473684,0.0,0,0,0.0,0.14285714285714285,0.2222222222222222,0,0,0,0,0.4666666666666667
Oscar Cota,1378,1378,Oscar Cota,10-1-0 (1 NC),"6'2""",230lbs.,0.0,Orthodox,"Oct15,1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.4444444444444444
Blagoy Ivanov,1379,1379,Blagoy Ivanov,18-2-0 (1 NC),"5'11""",250lbs.,0.8690476190476191,Southpaw,"Oct09,1986",0.356,0.36,0.44400000000000006,0.56,0.05500000000000001,1.0,1.0,0.0,"[('Tai Tuivasa', 'win', 'U-DEC'), ('Ben Rothwell', 'win', 'U-DEC'), ('Junior Dos Santos', 'loss', 'U-DEC')]",0.0,0.0,0.2,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.4
Tomomi Iwama,1380,1380,Tomomi Iwama,9/5/01,"5'3""",155lbs.,0.0,Orthodox,--,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,"[('Jens Pulver', 'loss', 'KO/TKOPunch')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.0
Tatsuya Iwasaki,1381,1381,Tatsuya Iwasaki,0-1-0,"5'9""",205lbs.,0.0,Orthodox,--,0.079,1.0,0.868,0.38,0.0,0.0,0.0,0.0,"[('Wanderlei Silva', 'loss', 'KO/TKOKick')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.0
Yoislandy Izquierdo,1382,1382,Yoislandy Izquierdo,6/2/00,"5'11""",155lbs.,0.0,Southpaw,"Jan09,1984",0.29300000000000004,0.52,0.0,0.26,0.0,0.0,0.5,0.0,"[('Rafaello Oliveira', 'loss', 'U-DEC'), ('Reza Madadi', 'loss', 'SUBGuillotineChoke')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.1111111111111111,0,0,0,0,0.4444444444444444
Hiroshi Izumi,1383,1383,Hiroshi Izumi,4/2/00,--,205lbs.,0.0,Orthodox,"Jun22,1982",0.195,0.37,0.265,0.66,0.335,0.7,1.0,0.0,"[('Gegard Mousasi', 'loss', 'KO/TKOPunches'), ('Ikuhisa Minowa', 'win', 'KO/TKOPunches'), ('Katsuyori Shibata', 'win', 'U-DEC')]",0.045454545454545456,0.0,0.1,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.4888888888888889
Yves Jabouin,1384,1384,Yves Jabouin,20-11-0,"5'7""",135lbs.,0.8095238095238095,Orthodox,"May30,1979",0.306,0.41,0.29300000000000004,0.62,0.194,0.6,0.82,0.0,"[('Felipe Arantes', 'loss', 'SUBArmbar'), ('Thomas Almeida', 'loss', 'KO/TKOPunches'), ('Mike Easton', 'win', 'U-DEC'), ('Eddie Wineland', 'loss', 'KO/TKOPunches'), ('Dustin Pague', 'win', 'S-DEC'), ('Brad Pickett', 'loss', 'KO/TKOPunch'), ('Jeff Hougland', 'win', 'U-DEC'), ('Walel Watson', 'win', 'S-DEC'), ('Ian Loveland', 'win', 'S-DEC'), ('Pablo Garza', 'loss', 'SUBTriangleChoke'), ('Brandon Visher', 'win', 'U-DEC'), ('Mark Hominick', 'loss', 'KO/TKOPunches'), ('Raphael Assuncao', 'loss', 'S-DEC')]",0.0,0.0,0.3,0,3,0.3333333333333333,0.2857142857142857,0.0,0,1,1,0,0.5555555555555556
Kevin Jackson,1385,1385,Kevin Jackson,4/2/00,"5'10""",199lbs.,0.0,Switch,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Jerry Bohlander', 'loss', 'SUBArmbar'), ('Frank Shamrock', 'loss', 'SUBArmbar'), ('Todd Butler', 'win', 'KO/TKOPunches'), ('Tony Fryklund', 'win', 'SUBRearNakedChoke')]",0.045454545454545456,0.05263157894736842,0.0,0,0,0.0,0.2857142857142857,0.0,0,0,0,0,0.0
Eugene Jackson,1386,1386,Eugene Jackson,15-9-1,"5'8""",185lbs.,0.0,Orthodox,"Sep23,1966",0.219,0.33,0.344,0.32,0.191,0.71,0.16,0.0,"[('Joe Riggs', 'loss', 'KO/TKOPunches'), ('Ronald Jhun', 'win', 'SUBRearNakedChoke'), ('Mike Seal', 'win', 'KO/TKOPunches'), ('Jorge Ortiz', 'win', 'U-DEC'), ('Mark Weir', 'loss', 'KO/TKOPunch'), ('Keith Rockel', 'win', 'SUBGuillotineChoke'), ('Ricardo Almeida', 'loss', 'SUBTriangleChoke'), ('Jeremy Horn', 'loss', 'SUBArmbar'), ('Sanae Kikuta', 'loss', 'SUBArmbar'), ('Keiichiro Yamamiya', 'win', 'KO/TKOPunch'), ('Royce Alger', 'win', 'KO/TKOPunch')]",0.13636363636363635,0.10526315789473684,0.1,0,0,0.16666666666666666,0.42857142857142855,0.0,0,0,0,0,0.8444444444444444
Rampage Jackson,1387,1387,Rampage Jackson,36-11-0,"6'1""",205lbs.,0.8690476190476191,Orthodox,"Jun20,1978",0.325,0.54,0.251,0.55,0.152,0.56,0.73,0.0,"[('Fabio Maldonado', 'win', 'U-DEC'), ('Glover Teixeira', 'loss', 'U-DEC'), ('Ryan Bader', 'loss', 'U-DEC'), ('Jon Jones', 'loss', 'SUBRearNakedChoke'), ('Matt Hamill', 'win', 'U-DEC'), ('Lyoto Machida', 'win', 'S-DEC'), ('Rashad Evans', 'loss', 'U-DEC'), ('Keith Jardine', 'win', 'U-DEC'), ('Wanderlei Silva', 'win', 'KO/TKOPunch'), ('Forrest Griffin', 'loss', 'U-DEC'), ('Dan Henderson', 'win', 'U-DEC'), ('Chuck Liddell', 'win', 'KO/TKOPunch'), ('Marvin Eastman', 'win', 'KO/TKOPunches'), ('Matt Lindland', 'win', 'S-DEC'), ('Dong Sik Yoon', 'win', 'U-DEC'), ('Hirotaka Yokoi', 'win', 'KO/TKOKick'), ('Mauricio Rua', 'loss', 'KO/TKOKicks'), ('Murilo Rua', 'win', 'S-DEC'), ('Wanderlei Silva', 'loss', 'KO/TKOKnees'), ('Ricardo Arona', 'win', 'KO/TKOSlam'), ('Ikuhisa Minowa', 'win', 'KO/TKOKnee'), ('Chuck Liddell', 'win', 'KO/TKO'), ('Wanderlei Silva', 'loss', 'KO/TKOKnees'), ('Murilo Bustamante', 'win', 'S-DEC'), ('Mikhail Iloukhine', 'win', 'KO/TKOKnee'), ('Kevin Randleman', 'win', 'KO/TKOPunches'), ('Igor Vovchanchyn', 'win', 'KO/TKOPunch'), ('Masaaki Satake', 'win', 'KO/TKOSlam'), ('Daijiro Matsui', 'loss', 'DQ'), ('Yuki Ishikawa', 'win', 'KO/TKOPunches'), ('Kazushi Sakuraba', 'loss', 'SUBRearNakedChoke')]",0.5454545454545454,0.0,0.5,0,4,0.25,0.2857142857142857,0.4444444444444444,0,0,0,0,0.5777777777777777
Jeremy Jackson,1388,1388,Jeremy Jackson,9/5/00,"5'10""",170lbs.,0.0,Orthodox,"Sep19,1982",0.071,0.27,0.20299999999999999,0.25,0.152,0.4,0.58,0.0,"[('Pete Spratt', 'loss', 'SUBInjury'), ('Nick Diaz', 'loss', 'SUBArmbar'), ('Joe Stevenson', 'loss', 'KO/TKOPunches')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.2857142857142857,0.0,0,0,0,0,0.4888888888888889
Damon Jackson,1389,1389,Damon Jackson,9-1-1 (1 NC),"5'11""",145lbs.,0.8452380952380952,Switch,"Aug08,1988",0.271,0.35,0.0,0.43,0.177,0.2,0.6,0.0,"[('Levan Makashvili', 'draw', 'M-DEC'), ('Rony Jason', 'nc', 'OverturnedTriangleChoke'), ('Yancy Medeiros', 'loss', 'SUBOther-Choke')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.35555555555555557
Kenyon Jackson,1390,1390,Kenyon Jackson,4/3/00,"6'0""",185lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0
Mike Jackson,1391,1391,Mike Jackson,1/1/00,"6'2""",170lbs.,0.0,Orthodox,"Mar22,1985",0.425,0.58,0.133,0.75,0.095,1.0,0.88,0.0,"[('CM Punk', 'win', 'U-DEC'), ('Mickey Gall', 'loss', 'SUBRearNakedChoke')]",0.0,0.0,0.1,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.4222222222222222
Jason Jackson,1392,1392,Jason Jackson,7/2/00,"6'1""",170lbs.,0.9285714285714286,Orthodox,"Oct30,1990",0.22400000000000003,0.48,0.131,0.56,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.3111111111111111
Montel Jackson,1393,1393,Montel Jackson,8/1/00,"5'10""",135lbs.,0.8928571428571429,Southpaw,"Apr24,1992",0.387,0.49,0.187,0.56,0.273,0.88,0.65,0.0,"[('Andre Soukhamthath', 'win', 'U-DEC'), ('Brian Kelleher', 'win', ""SUBD'ArceChoke""), ('Ricky Simon', 'loss', 'U-DEC')]",0.0,0.05263157894736842,0.1,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.26666666666666666
Eric Jacob,1394,1394,Eric Jacob,1/9/00,--,155lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Alexander Trevino', 'loss', 'SUBArmbar')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.0
Dustin Jacoby,1395,1395,Dustin Jacoby,6/3/00,"6'4""",185lbs.,0.9285714285714286,Orthodox,"Apr04,1988",0.0,0.25,0.265,0.61,0.0,0.0,0.28,0.0,"[('Chris Camozzi', 'loss', 'SUBGuillotineChoke'), ('Clifford Starks', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.1111111111111111,0,0,0,0,0.35555555555555557
Justin James,1396,1396,Justin James,13-7-0,"5'10""",155lbs.,0.0,Orthodox,"Nov08,1976",0.134,0.36,0.268,0.5,0.0,0.0,0.5,0.0,"[('Clay Guida', 'loss', 'SUBRearNakedChoke')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.6222222222222222
Nate James,1397,1397,Nate James,13-7-1,"6'0""",185lbs.,0.0,,"May29,1978",0.133,0.42,0.267,0.28,0.0,0.0,0.44,0.0,"[('Derek Brunson', 'loss', 'U-DEC'), ('Danillo Villefort', 'win', 'U-DEC')]",0.0,0.0,0.1,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.5777777777777777
Virna Jandiroba,1398,1398,Virna Jandiroba,14-1-0,"5'3""",115lbs.,0.7619047619047619,Orthodox,"May30,1988",0.11299999999999999,0.45,0.16699999999999998,0.5,0.0,0.33,0.6,0.0,"[('Carla Esparza', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.35555555555555557
Ryan Janes,1399,1399,Ryan Janes,10/3/00,"6'3""",185lbs.,0.9047619047619048,Orthodox,"Aug22,1981",0.769,0.48,0.553,0.59,0.034999999999999996,1.0,0.58,0.0,"[('Andrew Sanchez', 'win', 'KO/TKOPunch'), ('Jack Marshman', 'loss', 'U-DEC'), ('Gerald Meerschaert', 'loss', 'SUBArmbar'), ('Keith Berish', 'win', 'U-DEC')]",0.045454545454545456,0.0,0.1,0,0,0.0,0.14285714285714285,0.1111111111111111,0,0,0,0,0.5111111111111111
Josh Janousek,1400,1400,Josh Janousek,8/1/00,"5'11""",185lbs.,0.8690476190476191,Orthodox,"Sep25,1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.5333333333333333
Dave Jansen,1401,1401,Dave Jansen,15-3-0,"5'9""",155lbs.,0.8690476190476191,Orthodox,"Aug21,1979",0.294,0.33,0.367,0.58,0.279,0.28,0.38,0.0,"[('Ricardo Lamas', 'loss', 'U-DEC'), ('Kamal Shalorus', 'loss', 'U-DEC'), ('Richard Crunkilton', 'win', 'U-DEC')]",0.0,0.0,0.1,0,0,0.0,0.0,0.2222222222222222,0,0,0,0,0.5555555555555556
Jaime Jara,1402,1402,Jaime Jara,32-10-0 (1 NC),"6'1""",205lbs.,0.0,Southpaw,"Aug02,1969",0.0,0.6,0.147,0.56,0.0,0.0,0.25,0.0,"[('Rashad Evans', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.7777777777777778
Keith Jardine,1403,1403,Keith Jardine,17-10-2,"6'2""",185lbs.,0.9047619047619048,Orthodox,"Oct31,1975",0.325,0.36,0.298,0.59,0.118,0.45,0.62,0.0,"[('Roger Gracie', 'loss', 'U-DEC'), ('Luke Rockhold', 'loss', 'KO/TKOPunches'), ('Gegard Mousasi', 'draw', 'M-DEC'), ('Matt Hamill', 'loss', 'M-DEC'), ('Ryan Bader', 'loss', 'KO/TKOPunch'), ('Thiago Silva', 'loss', 'KO/TKOPunch'), ('Rampage Jackson', 'loss', 'U-DEC'), ('Brandon Vera', 'win', 'S-DEC'), ('Wanderlei Silva', 'loss', 'KO/TKOPunch'), ('Chuck Liddell', 'win', 'S-DEC'), ('Houston Alexander', 'loss', 'KO/TKOPunch'), ('Forrest Griffin', 'win', 'KO/TKOPunches'), ('Wilson Gouveia', 'win', 'U-DEC'), ('Stephan Bonnar', 'loss', 'U-DEC'), ('Mike Whitehead', 'win', 'U-DEC'), ('Kerry Schall', 'win', 'KO/TKOKicks'), ('George Allen', 'win', 'U-DEC'), ('Bryan Pardoe', 'win', 'KO/TKOPunches'), ('Philip Preece', 'win', 'U-DEC'), ('Amir Rahnavardi', 'win', 'SUBArmbar')]",0.13636363636363635,0.05263157894736842,0.4,0,2,0.4166666666666667,0.0,0.3333333333333333,1,0,0,0,0.6444444444444445
Brock Jardine,1404,1404,Brock Jardine,9/3/00,"5'11""",170lbs.,0.8690476190476191,Orthodox,"Jul10,1985",0.10600000000000001,0.3,0.33399999999999996,0.56,0.0,0.0,0.14,0.0,"[('Kenny Robertson', 'loss', 'SUBKneebar'), ('Rick Story', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.1111111111111111,0,0,0,0,0.4222222222222222
Josh Jarvis,1405,1405,Josh Jarvis,1/3/00,--,--,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Luke Sanders', 'loss', 'KO/TKO')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.0
Rony Jason,1406,1406,Rony Jason,15-7-0 (1 NC),"5'7""",145lbs.,0.8333333333333334,Orthodox,"Mar21,1984",0.20400000000000001,0.44,0.314,0.53,0.059,0.3,0.36,0.0,"[('Jeremy Kennedy', 'loss', 'U-DEC'), ('Dennis Bermudez', 'loss', 'U-DEC'), ('Damon Jackson', 'nc', 'OverturnedTriangleChoke'), ('Robert Peralta', 'loss', 'S-DEC'), ('Steven Siler', 'win', 'KO/TKOPunch'), ('Jeremy Stephens', 'loss', 'KO/TKOKick'), ('Mike Wilkinson', 'win', 'SUBTriangleChoke'), ('Sam Sicilia', 'win', 'KO/TKOPunch'), ('Godofredo Pepey', 'win', 'U-DEC')]",0.09090909090909091,0.05263157894736842,0.1,0,0,0.08333333333333333,0.0,0.2222222222222222,0,1,1,0,0.4444444444444444
Louis Jauregui,1407,1407,Louis Jauregui,4/2/00,"5'7""",170lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0
Joanna Jedrzejczyk,1408,1408,Joanna Jedrzejczyk,16-3-0,"5'6""",125lbs.,0.7738095238095238,Orthodox,"Aug18,1987",0.618,0.47,0.273,0.65,0.0,0.62,0.81,0.0,"[('Michelle Waterson', 'win', 'U-DEC'), ('Valentina Shevchenko', 'loss', 'U-DEC'), ('Tecia Torres', 'win', 'U-DEC'), ('Rose Namajunas', 'loss', 'U-DEC'), ('Rose Namajunas', 'loss', 'KO/TKOPunch'), ('Jessica Andrade', 'win', 'U-DEC'), ('Karolina Kowalkiewicz', 'win', 'U-DEC'), ('Claudia Gadelha', 'win', 'U-DEC'), ('Valerie Letourneau', 'win', 'U-DEC'), ('Jessica Penne', 'win', 'KO/TKOPunches'), ('Carla Esparza', 'win', 'KO/TKOPunches'), ('Claudia Gadelha', 'win', 'S-DEC'), ('Juliana Lima', 'win', 'U-DEC')]",0.09090909090909091,0.0,0.7,0,1,0.08333333333333333,0.0,0.2222222222222222,0,0,0,0,0.37777777777777777
Aaron Jeffery,1409,1409,Aaron Jeffery,6/1/00,"6'2""",185lbs.,0.8809523809523809,Orthodox,"Nov14,1992",0.621,0.84,0.414,0.39,0.0,0.0,0.75,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.26666666666666666
Trent Jenkins,1410,1410,Trent Jenkins,0-4-0,"6'2""",185lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Mark Hall', 'loss', 'SUB'), ('Jason DeLucia', 'loss', 'SUBRearNakedChoke')]",0.0,0.0,0.0,0,0,0.0,0.2857142857142857,0.0,0,0,0,0,0.0
Bubba Jenkins,1411,1411,Bubba Jenkins,11/4/00,"5'7""",145lbs.,0.0,,"Feb05,1988",0.24100000000000002,0.37,0.158,0.67,0.7230000000000001,0.68,1.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.35555555555555557
Adrienna Jenkins,1412,1412,Adrienna Jenkins,19-6-0,"5'8""",145lbs.,0.0,,"Jul22,1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.5111111111111111
Steve Jennum,1413,1413,Steve Jennum,2/3/00,"5'10""",215lbs.,0.0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('David Abbott', 'loss', 'SUBNeckCrank'), ('Melton Bowen', 'win', 'SUBArmbar'), ('Harold Howard', 'win', 'KO/TKOPunches')]",0.045454545454545456,0.05263157894736842,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.0
Ryan Jensen,1414,1414,Ryan Jensen,15-8-0,"6'1""",185lbs.,0.9047619047619048,Orthodox,"Sep20,1977",0.284,0.39,0.29900000000000004,0.59,0.155,0.5,0.31,0.0,"[('Jason MacDonald', 'loss', 'SUBTriangleChoke'), ('Court McGee', 'loss', 'SUBArmTriangle'), ('Jesse Forbes', 'win', 'SUBGuillotineChoke'), ('Mark Munoz', 'loss', 'KO/TKOPunches'), ('Steve Steinbeiss', 'win', 'SUBGuillotineChoke'), ('Wilson Gouveia', 'loss', 'SUBArmbar'), ('Joey Villasenor', 'loss', 'KO/TKOPunch'), ('Demian Maia', 'loss', 'SUBRearNakedChoke'), ('Thales Leites', 'loss', 'SUBArmbar')]",0.0,0.10526315789473684,0.0,0,0,0.16666666666666666,0.7142857142857143,0.0,0,0,0,0,0.6
Kyle Jensen,1415,1415,Kyle Jensen,40-11-2,"5'9""",170lbs.,0.0,Orthodox,"Jul20,1979",0.0,0.0,0.092,0.6,0.692,1.0,0.0,0.0,"[('Carlos Condit', 'loss', 'SUBRearNakedChoke')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.5555555555555556
Chanmi Jeon,1416,1416,Chanmi Jeon,5/2/00,"5'5""",115lbs.,0.7976190476190477,Orthodox,"Aug28,1997",0.623,0.31,0.7769999999999999,0.55,0.0,0.0,0.0,0.0,"[('Syuri Kondo', 'loss', 'S-DEC'), ('JJ Aldrich', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,1,1,0,0.15555555555555556
Maciej Jewtuszko,1417,1417,Maciej Jewtuszko,8/1/00,"6'0""",155lbs.,0.0,Southpaw,"Jan31,1981",0.229,0.45,0.13899999999999998,0.66,0.0,0.0,0.42,0.0,"[('Curt Warburton', 'loss', 'U-DEC'), ('Anthony Njokuani', 'win', 'KO/TKOPunches')]",0.045454545454545456,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.5111111111111111
Ronald Jhun,1418,1418,Ronald Jhun,24-24-2,"5'11""",170lbs.,0.0,Orthodox,"Sep21,1970",0.145,0.57,0.301,0.5,0.181,1.0,1.0,0.0,"[('Eugene Jackson', 'loss', 'SUBRearNakedChoke'), ('Chris Lytle', 'loss', 'SUBGuillotineChoke'), ('Jermaine Andre', 'loss', 'KO/TKOPunches')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.2857142857142857,0.0,0,0,0,0,0.7555555555555555
Gilbert Jimenez,1419,1419,Gilbert Jimenez,8-12-1 (1 NC),--,155lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0
Art Jimmerson,1420,1420,Art Jimmerson,0-1-0,"6'1""",196lbs.,0.0,Orthodox,"Aug04,1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Royce Gracie', 'loss', 'SUBOther')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.9111111111111111
Ryan Jimmo,1421,1421,Ryan Jimmo,19-5-0,"6'1""",205lbs.,0.8690476190476191,Orthodox,"Nov27,1981",0.312,0.66,0.277,0.46,0.045,0.28,0.87,0.0,"[('Francimar Barroso', 'loss', 'U-DEC'), ('Ovince Saint Preux', 'loss', 'KO/TKO'), (""Sean O'Connell"", 'win', 'KO/TKOPunch'), ('Jimi Manuwa', 'loss', 'KO/TKO'), ('Igor Pokrajac', 'win', 'U-DEC'), ('James Te Huna', 'loss', 'U-DEC'), ('Anthony Perosh', 'win', 'KO/TKOPunch')]",0.09090909090909091,0.0,0.1,0,0,0.16666666666666666,0.0,0.2222222222222222,0,0,0,0,0.5111111111111111
Sung Bin Jo,1422,1422,Sung Bin Jo,9/1/00,"6'0""",145lbs.,0.8571428571428571,Orthodox,"Jul17,1992",0.0,0.33,0.267,0.51,0.0,0.33,0.83,0.0,"[('Daniel Teymur', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.26666666666666666
Carls John De Tomas,1423,1423,Carls John De Tomas,8/2/00,"5'5""",125lbs.,0.8452380952380952,Southpaw,"Aug28,1996",0.174,0.37,0.393,0.44,0.137,0.33,0.66,0.0,"[('Alex Perez', 'loss', 'SUBAnacondaChoke'), ('Naoki Inoue', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.1111111111111111,0,0,0,0,0.17777777777777778
Phil Johns,1424,1424,Phil Johns,30-13-1,"5'2""",170lbs.,0.0,Southpaw,"Oct22,1968",0.0,0.66,0.0,0.5,0.0,0.0,0.5,0.0,"[('Fabiano Iha', 'loss', 'SUBArmbar')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.8
Brett Johns,1425,1425,Brett Johns,15-2-0,"5'7""",135lbs.,0.8452380952380952,Orthodox,"Feb21,1992",0.341,0.45,0.47400000000000003,0.55,0.372,0.48,0.78,0.0,"[('Pedro Munhoz', 'loss', 'U-DEC'), ('Aljamain Sterling', 'loss', 'U-DEC'), ('Joe Soto', 'win', 'SUBOther-Lock'), ('Albert Morales', 'win', 'U-DEC'), ('Kwan Ho Kwak', 'win', 'U-DEC')]",0.0,0.05263157894736842,0.2,0,0,0.0,0.0,0.2222222222222222,0,0,0,0,0.26666666666666666
Miles Johns,1426,1426,Miles Johns,10-0-0,"5'7""",135lbs.,0.7857142857142857,Orthodox,"Mar30,1994",0.34700000000000003,0.53,0.0,0.6,0.0,0.66,0.85,0.0,"[('Cole Smith', 'win', 'S-DEC')]",0.0,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,0.2222222222222222
